"Kvinder";"2024";"dest";"orig";"0...5";"0...6";"0...7";"0...8";"0...9";"0...10";"0...11";"0...12";"0...13";"0...14"
"Kvinder";2024;"Til Herning";"Fra Middelfart";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Nordfyns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Odense";3;0;2;1;1;5;6;2;4;2
"Kvinder";2024;"Til Herning";"Fra Svendborg";1;1;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Ærø";1;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Billund";3;0;1;1;0;0;3;0;1;0
"Kvinder";2024;"Til Herning";"Fra Esbjerg";2;3;1;2;1;2;2;3;0;0
"Kvinder";2024;"Til Herning";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Fredericia";0;0;3;0;0;0;1;0;1;0
"Kvinder";2024;"Til Herning";"Fra Haderslev";0;1;1;1;1;0;1;0;1;0
"Kvinder";2024;"Til Herning";"Fra Kolding";2;1;0;0;0;2;2;1;1;1
"Kvinder";2024;"Til Herning";"Fra Sønderborg";0;0;1;0;1;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Tønder";0;0;0;1;0;0;0;1;1;0
"Kvinder";2024;"Til Herning";"Fra Varde";2;1;1;0;4;0;2;0;0;1
"Kvinder";2024;"Til Herning";"Fra Vejen";0;0;1;0;1;3;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Vejle";2;2;4;3;0;1;2;2;2;1
"Kvinder";2024;"Til Herning";"Fra Aabenraa";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Herning";"Fra Favrskov";2;0;2;0;0;1;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Hedensted";1;1;1;4;0;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Horsens";1;3;3;2;8;3;0;0;1;1
"Kvinder";2024;"Til Herning";"Fra Norddjurs";1;0;2;1;0;0;0;0;0;1
"Kvinder";2024;"Til Herning";"Fra Odder";1;0;1;0;0;0;0;0;0;2
"Kvinder";2024;"Til Herning";"Fra Randers";1;0;2;1;1;2;1;0;2;0
"Kvinder";2024;"Til Herning";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Silkeborg";6;3;8;6;5;6;0;4;5;6
"Kvinder";2024;"Til Herning";"Fra Skanderborg";0;1;0;1;0;0;0;2;0;0
"Kvinder";2024;"Til Herning";"Fra Syddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Aarhus";5;12;8;27;25;19;16;14;15;12
"Kvinder";2024;"Til Herning";"Fra Herning";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Holstebro";7;12;11;9;10;2;4;8;8;5
"Kvinder";2024;"Til Herning";"Fra Ikast-Brande";7;14;5;7;12;4;5;8;8;9
"Kvinder";2024;"Til Herning";"Fra Lemvig";0;1;0;1;1;1;1;1;0;0
"Kvinder";2024;"Til Herning";"Fra Ringkøbing-Skjern";14;14;12;4;3;6;10;3;7;7
"Kvinder";2024;"Til Herning";"Fra Skive";5;1;1;0;1;0;3;0;0;1
"Kvinder";2024;"Til Herning";"Fra Struer";2;0;0;1;0;0;0;1;0;0
"Kvinder";2024;"Til Herning";"Fra Viborg";2;1;2;5;2;6;3;3;4;3
"Kvinder";2024;"Til Herning";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Frederikshavn";0;0;4;0;0;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Hjørring";0;1;1;0;0;0;0;1;0;0
"Kvinder";2024;"Til Herning";"Fra Jammerbugt";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Mariagerfjord";1;1;0;2;0;1;0;0;1;0
"Kvinder";2024;"Til Herning";"Fra Morsø";1;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Herning";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Thisted";3;2;0;0;1;0;0;1;0;0
"Kvinder";2024;"Til Herning";"Fra Vesthimmerlands";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Herning";"Fra Aalborg";0;2;3;5;6;8;3;2;2;2
"Kvinder";2024;"Til Holstebro";"Fra København";0;2;1;0;0;1;3;0;3;0
"Kvinder";2024;"Til Holstebro";"Fra Frederiksberg";0;1;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Tårnby";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Albertslund";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Holstebro";"Fra Ballerup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Brøndby";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Gladsaxe";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Hvidovre";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Holstebro";"Fra Høje-Taastrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Ishøj";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Rødovre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Egedal";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Fredensborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Frederikssund";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Furesø";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Gribskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Helsingør";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Holstebro";"Fra Hillerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Rudersdal";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Bornholm";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Greve";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Køge";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Lejre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Roskilde";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Solrød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Faxe";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Guldborgsund";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Holbæk";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Kalundborg";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Lolland";1;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Næstved";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Odsherred";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Ringsted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Slagelse";0;0;0;1;0;0;0;1;0;0
"Kvinder";2024;"Til Holstebro";"Fra Sorø";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Vordingborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Assens";1;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Faaborg-Midtfyn";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Middelfart";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Holstebro";"Fra Nordfyns";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Odense";1;0;1;2;3;1;2;1;1;0
"Kvinder";2024;"Til Holstebro";"Fra Svendborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Billund";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Holstebro";"Fra Esbjerg";0;0;1;1;0;1;1;1;0;0
"Kvinder";2024;"Til Holstebro";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Fredericia";2;0;0;2;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Haderslev";2;0;1;0;0;0;0;1;0;0
"Kvinder";2024;"Til Holstebro";"Fra Kolding";1;0;1;0;1;0;1;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Sønderborg";0;1;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Tønder";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Varde";3;1;0;0;0;1;3;1;0;0
"Kvinder";2024;"Til Holstebro";"Fra Vejen";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Vejle";0;1;2;1;1;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Aabenraa";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Favrskov";1;0;0;2;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Hedensted";1;0;0;1;2;0;0;0;0;1
"Kvinder";2024;"Til Holstebro";"Fra Horsens";0;1;2;1;0;0;0;0;0;1
"Kvinder";2024;"Til Holstebro";"Fra Norddjurs";1;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Randers";2;3;1;2;0;1;0;0;3;2
"Kvinder";2024;"Til Holstebro";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Silkeborg";0;4;2;3;2;0;0;3;0;3
"Kvinder";2024;"Til Holstebro";"Fra Skanderborg";0;0;1;1;0;0;0;0;1;0
"Kvinder";2024;"Til Holstebro";"Fra Syddjurs";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Aarhus";4;9;5;6;14;11;16;11;6;8
"Kvinder";2024;"Til Holstebro";"Fra Herning";12;9;7;7;12;10;9;7;7;7
"Kvinder";2024;"Til Holstebro";"Fra Holstebro";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Ikast-Brande";1;1;1;3;1;1;0;1;0;0
"Kvinder";2024;"Til Holstebro";"Fra Lemvig";5;6;2;9;6;4;3;3;1;2
"Kvinder";2024;"Til Holstebro";"Fra Ringkøbing-Skjern";11;8;5;1;4;2;6;6;4;5
"Kvinder";2024;"Til Holstebro";"Fra Skive";4;4;3;1;2;3;3;0;0;1
"Kvinder";2024;"Til Holstebro";"Fra Struer";16;6;4;7;7;5;5;4;7;7
"Kvinder";2024;"Til Holstebro";"Fra Viborg";5;3;3;0;3;0;2;0;0;1
"Kvinder";2024;"Til Holstebro";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Holstebro";"Fra Frederikshavn";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Hjørring";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Jammerbugt";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Mariagerfjord";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Morsø";0;0;2;1;1;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Holstebro";"Fra Thisted";3;4;0;0;0;0;1;1;0;0
"Kvinder";2024;"Til Holstebro";"Fra Vesthimmerlands";0;0;0;0;0;0;0;0;1;1
"Kvinder";2024;"Til Holstebro";"Fra Aalborg";1;3;4;7;7;3;3;7;1;1
"Kvinder";2024;"Til Ikast-Brande";"Fra København";1;1;0;2;1;0;3;3;5;2
"Kvinder";2024;"Til Ikast-Brande";"Fra Frederiksberg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Tårnby";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Albertslund";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Ballerup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Brøndby";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Gladsaxe";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Hvidovre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Høje-Taastrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Ishøj";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Rødovre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Egedal";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Fredensborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Frederikssund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Furesø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Gribskov";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Halsnæs";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Helsingør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Hillerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Rudersdal";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Bornholm";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Greve";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Køge";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Lejre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Roskilde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Solrød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Faxe";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Guldborgsund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Holbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Kalundborg";0;1;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Lolland";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Næstved";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Odsherred";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Ringsted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Slagelse";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Sorø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Vordingborg";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Assens";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Faaborg-Midtfyn";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Middelfart";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Nordfyns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Odense";0;0;0;0;0;0;0;2;0;1
"Kvinder";2024;"Til Ikast-Brande";"Fra Svendborg";0;0;0;0;0;1;1;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Billund";1;1;1;1;0;0;0;1;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Esbjerg";1;0;2;2;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Fredericia";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Haderslev";0;0;2;0;0;0;0;1;0;1
"Kvinder";2024;"Til Ikast-Brande";"Fra Kolding";0;1;0;3;1;0;1;0;1;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Sønderborg";1;0;0;0;0;0;0;0;1;1
"Kvinder";2024;"Til Ikast-Brande";"Fra Tønder";0;1;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Varde";1;2;1;0;0;3;0;1;1;1
"Kvinder";2024;"Til Ikast-Brande";"Fra Vejen";1;0;0;0;1;0;0;1;1;1
"Kvinder";2024;"Til Ikast-Brande";"Fra Vejle";4;2;7;3;4;4;1;0;1;2
"Kvinder";2024;"Til Ikast-Brande";"Fra Aabenraa";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Favrskov";1;0;1;0;1;2;1;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Hedensted";1;0;2;1;0;0;0;0;0;1
"Kvinder";2024;"Til Ikast-Brande";"Fra Horsens";0;0;1;2;2;2;4;0;0;1
"Kvinder";2024;"Til Ikast-Brande";"Fra Norddjurs";0;0;0;0;0;0;1;0;0;1
"Kvinder";2024;"Til Ikast-Brande";"Fra Odder";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Randers";1;1;0;1;0;1;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Silkeborg";4;8;5;7;3;7;6;5;5;6
"Kvinder";2024;"Til Ikast-Brande";"Fra Skanderborg";2;0;0;0;0;0;0;0;1;1
"Kvinder";2024;"Til Ikast-Brande";"Fra Syddjurs";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Aarhus";4;7;5;8;6;12;6;9;7;5
"Kvinder";2024;"Til Ikast-Brande";"Fra Herning";11;11;9;14;12;7;10;7;4;4
"Kvinder";2024;"Til Ikast-Brande";"Fra Holstebro";1;2;1;2;1;5;3;0;1;1
"Kvinder";2024;"Til Ikast-Brande";"Fra Ikast-Brande";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Lemvig";0;0;0;0;0;0;0;1;1;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Ringkøbing-Skjern";3;2;0;1;0;0;0;0;0;1
"Kvinder";2024;"Til Ikast-Brande";"Fra Skive";1;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Struer";1;0;0;0;0;1;1;1;1;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Viborg";1;2;0;0;2;0;1;2;1;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Frederikshavn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Hjørring";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Mariagerfjord";0;0;1;0;0;0;0;1;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Morsø";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Thisted";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Vesthimmerlands";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Ikast-Brande";"Fra Aalborg";0;0;0;0;1;6;2;2;0;0
"Kvinder";2024;"Til Lemvig";"Fra København";0;1;0;0;0;0;0;1;0;2
"Kvinder";2024;"Til Lemvig";"Fra Frederiksberg";0;0;0;1;0;0;0;0;1;0
"Kvinder";2024;"Til Lemvig";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Tårnby";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Albertslund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Ballerup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Brøndby";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Lemvig";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Gladsaxe";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Hvidovre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Høje-Taastrup";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Ishøj";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Rødovre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Egedal";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Fredensborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Frederikssund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Furesø";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Gribskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Helsingør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Hillerød";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Rudersdal";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Bornholm";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Greve";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Køge";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Lemvig";"Fra Lejre";0;0;0;0;0;0;0;0;0;0
